Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-30 13:37:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:43,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:54,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:37:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:30,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:39,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:38:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 13:39:28,0,0,0,0,0,0,0,0,0,0,0,0,
