Time,LL Transfer Speed,TR1 Transfer Speed,TR2 Transfer Speed,TR3 Transfer Speed,UL Transfer Speed,TR2 Tray In Detect Sensor,TR2 Tray Out Detect Sensor,
2023-04-19 09:51:16,0,0,0,0,0,0,0,
2023-04-19 09:51:18,0,0,0,0,0,0,0,
2023-04-19 09:51:20,0,0,0,0,0,0,0,
2023-04-19 09:51:22,0,0,0,0,0,0,0,
2023-04-19 09:51:23,0,0,0,0,0,0,0,
2023-04-19 09:51:24,0,0,0,0,0,0,0,
2023-04-19 09:51:27,0,0,0,0,0,0,0,
2023-04-19 09:51:28,0,0,0,0,0,0,0,
2023-04-19 09:51:31,0,0,0,0,0,0,0,
2023-04-19 09:51:32,0,0,0,0,0,0,0,
2023-04-19 09:51:33,0,0,0,0,0,0,0,
2023-04-19 09:51:35,0,0,0,0,0,0,0,
2023-04-19 09:51:37,0,0,0,0,0,0,0,
2023-04-19 09:51:40,0,0,0,0,0,0,0,
2023-04-19 09:51:42,0,0,0,0,0,0,0,
2023-04-19 09:51:43,0,0,0,0,0,0,0,
2023-04-19 09:51:46,0,0,0,0,0,0,0,
2023-04-19 09:51:49,0,0,0,0,0,0,0,
2023-04-19 09:51:51,0,0,0,0,0,0,0,
2023-04-19 09:51:53,0,0,0,0,0,0,0,
2023-04-19 09:51:55,0,0,0,0,0,0,0,
2023-04-19 09:51:58,0,0,0,0,0,0,0,
2023-04-19 09:52:00,0,0,0,0,0,0,0,
2023-04-19 09:52:02,0,0,0,0,0,0,0,
2023-04-19 09:52:03,0,0,0,0,0,0,0,
2023-04-19 09:52:05,0,0,0,0,0,0,0,
2023-04-19 09:52:06,0,0,0,0,0,0,0,
2023-04-19 09:52:08,0,0,0,0,0,0,0,
2023-04-19 09:52:09,0,0,0,0,0,0,0,
2023-04-19 09:52:10,0,0,0,0,0,0,0,
2023-04-19 09:52:11,0,0,0,0,0,0,0,
2023-04-19 09:52:12,0,0,0,0,0,0,0,
2023-04-19 09:52:13,0,0,0,0,0,0,0,
2023-04-19 09:52:14,0,0,0,0,0,0,0,
2023-04-19 09:52:16,0,0,0,0,0,0,0,
2023-04-19 09:52:18,0,0,0,0,0,0,0,
2023-04-19 09:52:19,0,0,0,0,0,0,0,
2023-04-19 09:52:20,0,0,0,0,0,0,0,
2023-04-19 09:52:21,0,0,0,0,0,0,0,
2023-04-19 09:52:23,0,0,0,0,0,0,0,
2023-04-19 09:52:24,0,0,0,0,0,0,0,
2023-04-19 09:52:26,0,0,0,0,0,0,0,
2023-04-19 09:52:27,0,0,0,0,0,0,0,
2023-04-19 09:52:28,0,0,0,0,0,0,0,
2023-04-19 09:52:29,0,0,0,0,0,0,0,
2023-04-19 09:52:30,0,0,0,0,0,0,0,
2023-04-19 09:52:32,0,0,0,0,0,0,0,
2023-04-19 09:52:34,0,0,0,0,0,0,0,
2023-04-19 09:52:35,0,0,0,0,0,0,0,
2023-04-19 09:52:36,0,0,0,0,0,0,0,
2023-04-19 09:52:38,0,0,0,0,0,0,0,
2023-04-19 09:52:39,0,0,0,0,0,0,0,
2023-04-19 09:52:41,0,0,0,0,0,0,0,
2023-04-19 09:52:44,0,0,0,0,0,0,0,
2023-04-19 09:52:47,0,0,0,0,0,0,0,
2023-04-19 09:52:49,0,0,0,0,0,0,0,
2023-04-19 09:52:53,0,0,0,0,0,0,0,
2023-04-19 09:52:55,0,0,0,0,0,0,0,
2023-04-19 09:52:58,0,0,0,0,0,0,0,
2023-04-19 09:53:01,0,0,0,0,0,0,0,
2023-04-19 09:53:03,0,0,0,0,0,0,0,
2023-04-19 09:53:06,0,0,0,0,0,0,0,
2023-04-19 09:53:08,0,0,0,0,0,0,0,
2023-04-19 09:53:11,0,0,0,0,0,0,0,
2023-04-19 09:53:13,0,0,0,0,0,0,0,
2023-04-19 09:53:17,0,0,0,0,0,0,0,
2023-04-19 09:53:20,0,0,0,0,0,0,0,
2023-04-19 09:53:22,0,0,0,0,0,0,0,
2023-04-19 09:53:24,0,0,0,0,0,0,0,
2023-04-19 09:53:27,0,0,0,0,0,0,0,
2023-04-19 09:53:30,0,0,0,0,0,0,0,
2023-04-19 09:53:32,0,0,0,0,0,0,0,
2023-04-19 09:53:35,0,0,0,0,0,0,0,
2023-04-19 09:53:39,0,0,0,0,0,0,0,
2023-04-19 09:53:41,0,0,0,0,0,0,0,
2023-04-19 09:53:44,0,0,0,0,0,0,0,
2023-04-19 09:53:47,0,0,0,0,0,0,0,
2023-04-19 09:53:51,0,0,0,0,0,0,0,
2023-04-19 09:53:54,0,0,0,0,0,0,0,
2023-04-19 09:53:56,0,0,0,0,0,0,0,
2023-04-19 09:53:57,0,0,0,0,0,0,0,
2023-04-19 09:53:59,0,0,0,0,0,0,0,
2023-04-19 09:54:01,0,0,0,0,0,0,0,
2023-04-19 09:54:03,0,0,0,0,0,0,0,
2023-04-19 09:54:05,0,0,0,0,0,0,0,
2023-04-19 09:54:06,0,0,0,0,0,0,0,
2023-04-19 09:54:08,0,0,0,0,0,0,0,
2023-04-19 09:54:10,0,0,0,0,0,0,0,
2023-04-19 09:54:12,0,0,0,0,0,0,0,
2023-04-19 09:54:14,0,0,0,0,0,0,0,
2023-04-19 09:54:16,0,0,0,0,0,0,0,
2023-04-19 09:54:19,0,0,0,0,0,0,0,
2023-04-19 09:54:20,0,0,0,0,0,0,0,
2023-04-19 09:54:22,0,0,0,0,0,0,0,
2023-04-19 09:54:23,0,0,0,0,0,0,0,
2023-04-19 09:54:25,0,0,0,0,0,0,0,
2023-04-19 09:54:27,0,0,0,0,0,0,0,
2023-04-19 09:54:29,0,0,0,0,0,0,0,
2023-04-19 09:54:31,0,0,0,0,0,0,0,
2023-04-19 09:54:33,0,0,0,0,0,0,0,
2023-04-19 09:54:35,0,0,0,0,0,0,0,
2023-04-19 09:54:37,0,0,0,0,0,0,0,
2023-04-19 09:54:38,0,0,0,0,0,0,0,
2023-04-19 09:54:40,0,0,0,0,0,0,0,
2023-04-19 09:54:41,0,0,0,0,0,0,0,
2023-04-19 09:54:43,0,0,0,0,0,0,0,
2023-04-19 09:54:45,0,0,0,0,0,0,0,
2023-04-19 09:54:47,0,0,0,0,0,0,0,
2023-04-19 09:54:49,0,0,0,0,0,0,0,
2023-04-19 09:54:51,0,0,0,0,0,0,0,
2023-04-19 09:54:53,0,0,0,0,0,0,0,
2023-04-19 09:54:55,0,0,0,0,0,0,0,
2023-04-19 09:54:58,0,0,0,0,0,0,0,
2023-04-19 09:55:00,0,0,0,0,0,0,0,
2023-04-19 09:55:02,0,0,0,0,0,0,0,
2023-04-19 09:55:04,0,0,0,0,0,0,0,
2023-04-19 09:55:06,0,0,0,0,0,0,0,
2023-04-19 09:55:08,0,0,0,0,0,0,0,
2023-04-19 09:55:10,0,0,0,0,0,0,0,
2023-04-19 09:55:13,0,0,0,0,0,0,0,
2023-04-19 09:55:15,0,0,0,0,0,0,0,
2023-04-19 09:55:18,0,0,0,0,0,0,0,
2023-04-19 09:55:20,0,0,0,0,0,0,0,
2023-04-19 09:55:22,0,0,0,0,0,0,0,
2023-04-19 09:55:24,0,0,0,0,0,0,0,
2023-04-19 09:55:26,0,0,0,0,0,0,0,
2023-04-19 09:55:28,0,0,0,0,0,0,0,
2023-04-19 09:55:30,0,0,0,0,0,0,0,
2023-04-19 09:55:32,0,0,0,0,0,0,0,
2023-04-19 09:55:34,0,0,0,0,0,0,0,
2023-04-19 09:55:36,0,0,0,0,0,0,0,
2023-04-19 09:55:39,0,0,0,0,0,0,0,
2023-04-19 09:55:41,0,0,0,0,0,0,0,
2023-04-19 09:55:43,0,0,0,0,0,0,0,
2023-04-19 09:55:46,0,0,0,0,0,0,0,
2023-04-19 09:55:49,0,0,0,0,0,0,0,
2023-04-19 09:55:51,0,0,0,0,0,0,0,
2023-04-19 09:55:54,0,0,0,0,0,0,0,
2023-04-19 09:55:57,0,0,0,0,0,0,0,
2023-04-19 09:56:00,0,0,0,0,0,0,0,
2023-04-19 09:56:02,0,0,0,0,0,0,0,
2023-04-19 09:56:04,0,0,0,0,0,0,0,
2023-04-19 09:56:06,0,0,0,0,0,0,0,
2023-04-19 09:56:08,0,0,0,0,0,0,0,
2023-04-19 09:56:10,0,0,0,0,0,0,0,
2023-04-19 09:56:12,0,0,0,0,0,0,0,
2023-04-19 09:56:15,0,0,0,0,0,0,0,
2023-04-19 09:56:17,0,0,0,0,0,0,0,
2023-04-19 09:56:19,0,0,0,0,0,0,0,
2023-04-19 09:56:21,0,0,0,0,0,0,0,
2023-04-19 09:56:23,0,0,0,0,0,0,0,
2023-04-19 09:56:25,0,0,0,0,0,0,0,
2023-04-19 09:56:28,0,0,0,0,0,0,0,
2023-04-19 09:56:30,0,0,0,0,0,0,0,
2023-04-19 09:56:32,0,0,0,0,0,0,0,
2023-04-19 09:56:34,0,0,0,0,0,0,0,
2023-04-19 09:56:36,0,0,0,0,0,0,0,
2023-04-19 09:56:38,0,0,0,0,0,0,0,
2023-04-19 09:56:40,0,0,0,0,0,0,0,
2023-04-19 09:56:42,0,0,0,0,0,0,0,
2023-04-19 09:56:46,0,0,0,0,0,0,0,
2023-04-19 09:56:49,0,0,0,0,0,0,0,
2023-04-19 09:56:52,0,0,0,0,0,0,0,
2023-04-19 09:56:55,0,0,0,0,0,0,0,
2023-04-19 09:56:57,0,0,0,0,0,0,0,
2023-04-19 09:56:59,0,0,0,0,0,0,0,
2023-04-19 09:57:01,0,0,0,0,0,0,0,
2023-04-19 09:57:03,0,0,0,0,0,0,0,
2023-04-19 09:57:05,0,0,0,0,0,0,0,
2023-04-19 09:57:07,0,0,0,0,0,0,0,
2023-04-19 09:57:10,0,0,0,0,0,0,0,
2023-04-19 09:57:12,0,0,0,0,0,0,0,
2023-04-19 09:57:15,0,0,0,0,0,0,0,
2023-04-19 09:57:17,0,0,0,0,0,0,0,
2023-04-19 09:57:19,0,0,0,0,0,0,0,
2023-04-19 09:57:21,0,0,0,0,0,0,0,
2023-04-19 09:57:23,0,0,0,0,0,0,0,
2023-04-19 09:57:25,0,0,0,0,0,0,0,
2023-04-19 09:57:27,0,0,0,0,0,0,0,
2023-04-19 09:57:29,0,0,0,0,0,0,0,
2023-04-19 09:57:31,0,0,0,0,0,0,0,
2023-04-19 09:57:33,0,0,0,0,0,0,0,
2023-04-19 09:57:36,0,0,0,0,0,0,0,
2023-04-19 09:57:39,0,0,0,0,0,0,0,
2023-04-19 09:57:42,0,0,0,0,0,0,0,
2023-04-19 09:57:45,0,0,0,0,0,0,0,
2023-04-19 09:57:47,0,0,0,0,0,0,0,
2023-04-19 09:57:50,0,0,0,0,0,0,0,
2023-04-19 09:57:53,0,0,0,0,0,0,0,
2023-04-19 09:57:57,0,0,0,0,0,0,0,
2023-04-19 09:57:59,0,0,0,0,0,0,0,
2023-04-19 09:58:01,0,0,0,0,0,0,0,
2023-04-19 09:58:03,0,0,0,0,0,0,0,
2023-04-19 09:58:05,0,0,0,0,0,0,0,
2023-04-19 09:58:07,0,0,0,0,0,0,0,
2023-04-19 09:58:09,0,0,0,0,0,0,0,
2023-04-19 09:58:12,0,0,0,0,0,0,0,
2023-04-19 09:58:14,0,0,0,0,0,0,0,
2023-04-19 09:58:16,0,0,0,0,0,0,0,
2023-04-19 09:58:18,0,0,0,0,0,0,0,
2023-04-19 09:58:20,0,0,0,0,0,0,0,
2023-04-19 09:58:22,0,0,0,0,0,0,0,
2023-04-19 09:58:25,0,0,0,0,0,0,0,
2023-04-19 09:58:28,0,0,0,0,0,0,0,
2023-04-19 09:58:31,0,0,0,0,0,0,0,
2023-04-19 09:58:34,0,0,0,0,0,0,0,
2023-04-19 09:58:36,0,0,0,0,0,0,0,
2023-04-19 09:58:39,0,0,0,0,0,0,0,
2023-04-19 09:58:42,0,0,0,0,0,0,0,
2023-04-19 09:58:45,0,0,0,0,0,0,0,
2023-04-19 09:58:47,0,0,0,0,0,0,0,
2023-04-19 09:58:50,0,0,0,0,0,0,0,
2023-04-19 09:58:52,0,0,0,0,0,0,0,
2023-04-19 09:58:53,0,0,0,0,0,0,0,
2023-04-19 09:58:56,0,0,0,0,0,0,0,
2023-04-19 09:58:58,0,0,0,0,0,0,0,
2023-04-19 09:59:00,0,0,0,0,0,0,0,
2023-04-19 09:59:02,0,0,0,0,0,0,0,
2023-04-19 09:59:04,0,0,0,0,0,0,0,
2023-04-19 09:59:07,0,0,0,0,0,0,0,
2023-04-19 09:59:09,0,0,0,0,0,0,0,
2023-04-19 09:59:11,0,0,0,0,0,0,0,
2023-04-19 09:59:13,0,0,0,0,0,0,0,
2023-04-19 09:59:15,0,0,0,0,0,0,0,
2023-04-19 09:59:18,0,0,0,0,0,0,0,
2023-04-19 09:59:20,0,0,0,0,0,0,0,
2023-04-19 09:59:23,0,0,0,0,0,0,0,
2023-04-19 09:59:26,0,0,0,0,0,0,0,
2023-04-19 09:59:28,0,0,0,0,0,0,0,
2023-04-19 09:59:30,0,0,0,0,0,0,0,
2023-04-19 09:59:33,0,0,0,0,0,0,0,
2023-04-19 09:59:36,0,0,0,0,0,0,0,
2023-04-19 09:59:39,0,0,0,0,0,0,0,
2023-04-19 09:59:41,0,0,0,0,0,0,0,
2023-04-19 09:59:43,0,0,0,0,0,0,0,
2023-04-19 09:59:46,0,0,0,0,0,0,0,
2023-04-19 09:59:49,0,0,0,0,0,0,0,
2023-04-19 09:59:51,0,0,0,0,0,0,0,
2023-04-19 09:59:53,0,0,0,0,0,0,0,
2023-04-19 09:59:55,0,0,0,0,0,0,0,
2023-04-19 09:59:57,0,0,0,0,0,0,0,
