Time,LL Dry Pump PCW Flow,LL Turbo Pump PCW Flow,Backing Dry Pump PCW Flow,PCC Door Inwall PCW Flow,RPD G1 Electrode PCW Flow,RPD G2 Electrode PCW Flow,RPD Streering Coil PCW Flow,RPD Main Hearth PCW Flow,RPD Beam Guide PCW Flow,PCC Chamber Inwall PCW Flow,PCC Turbo Pump PCW Flow,TR1 Cooling Plate PCW Flow,TR2 Chamber PCW Flow,TR3 Chamber PCW Flow,UL Turbo Pump PCW Flow,UL Dry Pump PCW Flow,PCW Temperature,
2023-05-23 16:59:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
