Time,LL Pressure,LL Between TP And Ev-1 Pressure,LL Between exhaust DP And EV Pressure,TR(C) Pressure,TR(C) No-Offset Pressure,TR(PH) Pressure,TR Between TP And EV-3 Pressure,UL Pressure,UL Between TP And EV-2 Pressure,SHI TSS Pressure,SHI Between TP And EV-4 Pressure,SHI Between DP And RV-4 Pressure,
2023-05-16 18:00:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:43,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:44,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:00:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:01:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:01:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:01:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:01:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-16 18:02:25,0,0,0,0,0,0,0,0,0,0,0,0,
