Time,LL Transfer Speed,TR1 Transfer Speed,TR2 Transfer Speed,TR3 Transfer Speed,UL Transfer Speed,TR2 Tray In Detect Sensor,TR2 Tray Out Detect Sensor,
2023-06-06 10:23:16,0,0,0,0,0,0,0,
2023-06-06 10:23:17,0,0,0,0,0,0,0,
2023-06-06 10:23:18,0,0,0,0,0,0,0,
2023-06-06 10:23:19,0,0,0,0,0,0,0,
2023-06-06 10:23:20,0,0,0,0,0,0,0,
2023-06-06 10:23:21,0,0,0,0,0,0,0,
2023-06-06 10:23:22,0,0,0,0,0,0,0,
2023-06-06 10:23:26,0,0,0,0,0,0,0,
2023-06-06 10:23:31,0,0,0,0,0,0,0,
2023-06-06 10:23:37,0,0,0,0,0,0,0,
2023-06-06 10:23:40,0,0,0,0,0,0,0,
2023-06-06 10:23:41,0,0,0,0,0,0,0,
2023-06-06 10:23:43,0,0,0,0,0,0,0,
2023-06-06 10:23:44,0,0,0,0,0,0,0,
2023-06-06 10:23:45,0,0,0,0,0,0,0,
2023-06-06 10:23:46,0,0,0,0,0,0,0,
2023-06-06 10:23:49,0,0,0,0,0,0,0,
2023-06-06 10:23:50,0,0,0,0,0,0,0,
2023-06-06 10:23:53,0,0,0,0,0,0,0,
2023-06-06 10:23:54,0,0,0,0,0,0,0,
2023-06-06 10:23:55,0,0,0,0,0,0,0,
2023-06-06 10:23:56,0,0,0,0,0,0,0,
2023-06-06 10:23:57,0,0,0,0,0,0,0,
2023-06-06 10:23:58,0,0,0,0,0,0,0,
2023-06-06 10:24:03,0,0,0,0,0,0,0,
2023-06-06 10:24:04,0,0,0,0,0,0,0,
2023-06-06 10:24:05,0,0,0,0,0,0,0,
2023-06-06 10:24:06,0,0,0,0,0,0,0,
2023-06-06 10:24:09,0,0,0,0,0,0,0,
2023-06-06 10:24:10,0,0,0,0,0,0,0,
2023-06-06 10:24:11,0,0,0,0,0,0,0,
2023-06-06 10:24:14,0,0,0,0,0,0,0,
2023-06-06 10:24:19,0,0,0,0,0,0,0,
2023-06-06 10:24:20,0,0,0,0,0,0,0,
2023-06-06 10:24:21,0,0,0,0,0,0,0,
2023-06-06 10:24:22,0,0,0,0,0,0,0,
2023-06-06 10:24:23,0,0,0,0,0,0,0,
2023-06-06 10:24:24,0,0,0,0,0,0,0,
2023-06-06 10:24:25,0,0,0,0,0,0,0,
2023-06-06 10:24:28,0,0,0,0,0,0,0,
2023-06-06 10:24:29,0,0,0,0,0,0,0,
2023-06-06 10:24:30,0,0,0,0,0,0,0,
2023-06-06 10:24:31,0,0,0,0,0,0,0,
2023-06-06 10:24:32,0,0,0,0,0,0,0,
2023-06-06 10:24:33,0,0,0,0,0,0,0,
2023-06-06 10:24:34,0,0,0,0,0,0,0,
2023-06-06 10:24:35,0,0,0,0,0,0,0,
2023-06-06 10:24:36,0,0,0,0,0,0,0,
2023-06-06 10:24:37,0,0,0,0,0,0,0,
2023-06-06 10:24:38,0,0,0,0,0,0,0,
