Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-18 18:10:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:10:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:10:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:11:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:11:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:11:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:11:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:11:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:11:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:11:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:12:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:54,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:13:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:14:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:14:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:14:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:14:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-18 18:14:04,0,0,0,0,0,0,0,0,0,0,0,0,
