Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-19 11:01:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:01:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:01:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:02:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:02:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:02:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:02:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:03:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:03:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:03:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:03:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:04:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:04:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:04:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 11:04:58,0,0,0,0,0,0,0,0,0,0,0,0,
