Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-19 16:00:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 16:00:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 16:00:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 16:01:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 16:01:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 16:01:35,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 16:01:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 16:02:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 16:02:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 16:02:42,0,0,0,0,0,0,0,0,0,0,0,0,
