Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-26 15:07:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-26 15:07:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-26 15:07:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-26 15:07:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-26 15:07:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-26 15:07:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-26 15:07:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-26 15:07:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-26 15:07:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-26 15:07:39,0,0,0,0,0,0,0,0,0,0,0,0,
