Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-06-06 13:38:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:30,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:35,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:38:54,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 13:39:30,0,0,0,0,0,0,0,0,0,0,0,0,
