Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-06-06 18:00:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:30,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:39,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:00:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:30,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:54,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:01:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:02:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:03:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:04:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:04:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:04:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-06 18:04:15,0,0,0,0,0,0,0,0,0,0,0,0,
