Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-06-07 09:26:35,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:43,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:44,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:54,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:26:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:30,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 09:27:42,0,0,0,0,0,0,0,0,0,0,0,0,
