Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-06-07 15:00:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:39,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:00:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:01:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:01:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:01:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:01:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:01:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:01:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:01:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:01:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 15:01:30,0,0,0,0,0,0,0,0,0,0,0,0,
