Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-12 15:01:30,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:32,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:35,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:37,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:38,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:40,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:42,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:44,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:46,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:47,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:49,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:50,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:51,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:52,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:53,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:54,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:55,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:56,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:57,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:58,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:01:59,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:02:00,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:02:01,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:02:02,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:02:03,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:33:55,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:33:56,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:33:57,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:33:58,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:33:59,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:00,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:01,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:02,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:03,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:04,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:05,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:06,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:07,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:08,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:09,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:10,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:11,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:12,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:13,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:14,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:15,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:16,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:17,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:18,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:19,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:20,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:21,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:22,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:23,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:24,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:25,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:26,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:27,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:28,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:29,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:30,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:31,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:32,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:34:33,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:22,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:23,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:25,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:27,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:29,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:31,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:33,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:35,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:37,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:39,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-12 15:55:40,25,0,15,0,20,0,0,0,0,0,0,0,
