Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-23 09:45:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:45:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:45:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:45:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:45:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:45:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:45:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:45:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:45:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:35,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:39,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:54,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:46:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 09:47:16,0,0,0,0,0,0,0,0,0,0,0,0,
