Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-23 16:59:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:39,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:44,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:54,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-23 16:59:59,0,0,0,0,0,0,0,0,0,0,0,0,
