Time,LL Pressure,LL Between TP And Ev-1 Pressure,LL Between exhaust DP And EV Pressure,TR(C) Pressure,TR(C) No-Offset Pressure,TR(PH) Pressure,TR Between TP And EV-3 Pressure,UL Pressure,UL Between TP And EV-2 Pressure,SHI TSS Pressure,SHI Between TP And EV-4 Pressure,SHI Between DP And RV-4 Pressure,
2023-06-01 10:00:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:35,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:39,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:43,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:54,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:00:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-01 10:01:36,0,0,0,0,0,0,0,0,0,0,0,0,
