Time,LL Pressure,LL Between TP And Ev-1 Pressure,LL Between exhaust DP And EV Pressure,TR(C) Pressure,TR(C) No-Offset Pressure,TR(PH) Pressure,TR Between TP And EV-3 Pressure,UL Pressure,UL Between TP And EV-2 Pressure,SHI TSS Pressure,SHI Between TP And EV-4 Pressure,SHI Between DP And RV-4 Pressure,
2023-06-07 11:36:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:36:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:36:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:36:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:36:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:36:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:36:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-06-07 11:37:25,0,0,0,0,0,0,0,0,0,0,0,0,
