Time,LL Pressure,LL Between TP And Ev-1 Pressure,LL Between exhaust DP And EV Pressure,TR(C) Pressure,TR(C) No-Offset Pressure,TR(PH) Pressure,TR Between TP And EV-3 Pressure,UL Pressure,UL Between TP And EV-2 Pressure,SHI TSS Pressure,SHI Between TP And EV-4 Pressure,SHI Between DP And RV-4 Pressure,
2023-05-30 09:15:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:15:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:15:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:15:54,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:15:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:15:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:30,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:35,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:39,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:43,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:44,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:16:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:17:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:17:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:17:30,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:17:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:17:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:17:54,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:17:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:43:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:43:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:43:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:43:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:43:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:43:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:43:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:43:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:43:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:44:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:44:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:44:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:44:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:44:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:44:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:44:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:44:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-30 09:44:20,0,0,0,0,0,0,0,0,0,0,0,0,
