Time,LL Dry Pump PCW Flow,LL Turbo Pump PCW Flow,Backing Dry Pump PCW Flow,PCC Door Inwall PCW Flow,RPD G1 Electrode PCW Flow,RPD G2 Electrode PCW Flow,RPD Streering Coil PCW Flow,RPD Main Hearth PCW Flow,RPD Beam Guide PCW Flow,PCC Chamber Inwall PCW Flow,PCC Turbo Pump PCW Flow,TR1 Cooling Plate PCW Flow,TR2 Chamber PCW Flow,TR3 Chamber PCW Flow,UL Turbo Pump PCW Flow,UL Dry Pump PCW Flow,PCW Temperature,
2023-04-19 10:00:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-19 10:00:42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
