Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-04-17 14:32:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:32:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:32:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:32:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:32:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:32:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:32:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:32:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:12,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-17 14:33:15,0,0,0,0,0,0,0,0,0,0,0,0,
