Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-29 15:54:05,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:06,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:07,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:10,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:13,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:16,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:20,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:22,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:24,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:27,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:28,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:30,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:32,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:34,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:36,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:38,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:39,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:44,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:46,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:49,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:50,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:52,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:53,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:54,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:56,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:58,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:54:59,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:02,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:03,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:04,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:05,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:13,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:15,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:17,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:18,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:19,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:21,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:22,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:24,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:26,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:28,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:31,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:33,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:34,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:36,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:40,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:42,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:44,25,0,15,0,20,0,0,0,0,0,0,0,
2023-05-29 15:55:45,25,0,15,0,20,0,0,0,0,0,0,0,
