Time,LL Pressure,LL Between TP And Ev-1 Pressure,LL Between exhaust DP And EV Pressure,TR(C) Pressure,TR(C) No-Offset Pressure,TR(PH) Pressure,TR Between TP And EV-3 Pressure,UL Pressure,UL Between TP And EV-2 Pressure,SHI TSS Pressure,SHI Between TP And EV-4 Pressure,SHI Between DP And RV-4 Pressure,
2023-05-29 17:59:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:44,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-29 17:59:52,0,0,0,0,0,0,0,0,0,0,0,0,
