Time,LL Pressure,LL Between TP And Ev-1 Pressure,LL Between exhaust DP And EV Pressure,TR(C) Pressure,TR(C) No-Offset Pressure,TR(PH) Pressure,TR Between TP And EV-3 Pressure,UL Pressure,UL Between TP And EV-2 Pressure,SHI TSS Pressure,SHI Between TP And EV-4 Pressure,SHI Between DP And RV-4 Pressure,
2023-04-21 11:00:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:00:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:30,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:39,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:41,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:43,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:44,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:49:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:01,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:35,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:44,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:51,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:50:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:17,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 11:51:39,0,0,0,0,0,0,0,0,0,0,0,0,
