Time,LL Pressure,LL Between TP And Ev-1 Pressure,LL Between exhaust DP And EV Pressure,TR(C) Pressure,TR(C) No-Offset Pressure,TR(PH) Pressure,TR Between TP And EV-3 Pressure,UL Pressure,UL Between TP And EV-2 Pressure,SHI TSS Pressure,SHI Between TP And EV-4 Pressure,SHI Between DP And RV-4 Pressure,
2023-04-21 10:30:42,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:43,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:46,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:47,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:55,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:58,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:30:59,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:02,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:07,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:10,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:13,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:15,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:48,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:53,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:31:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:00,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:04,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:09,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:14,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:16,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:18,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:30,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:35,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-04-21 10:32:40,0,0,0,0,0,0,0,0,0,0,0,0,
