Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-22 09:36:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-22 09:37:08,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-22 09:37:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-22 09:37:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-22 09:37:57,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-22 09:38:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-22 09:38:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-22 09:39:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-22 09:40:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-22 09:41:33,0,0,0,0,0,0,0,0,0,0,0,0,
