Time,LL Pressure,LL Between TP And Ev-1 Pressure,LL Between exhaust DP And EV Pressure,TR(C) Pressure,TR(C) No-Offset Pressure,TR(PH) Pressure,TR Between TP And EV-3 Pressure,UL Pressure,UL Between TP And EV-2 Pressure,SHI TSS Pressure,SHI Between TP And EV-4 Pressure,SHI Between DP And RV-4 Pressure,
2023-05-19 17:05:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:05:49,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:06:05,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:06:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:06:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:06:52,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:07:11,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:07:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:07:45,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:08:03,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:08:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:08:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:08:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:09:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:09:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:09:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:09:56,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:10:35,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:10:50,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:11:06,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:11:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:11:39,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-19 17:12:08,0,0,0,0,0,0,0,0,0,0,0,0,
