Time,R-Gun Set Current of Hearth-Coil,R-Gun Current of Hearth-Coil,R-Gun Set Current of Streering-Coil,R-Gun Current of Streering-Coil,R-Gun Set Current of G2-Coil,R-Gun Current of G2-Coil,R-Gun Current of Main Hearth,R-Gun Current of Beam Guide,R-Gun Voltage of Main Hearth,R-Gun Voltage of Beam Guide,R-Gun Discharge Voltage,R-Gun MH Push Up Level,
2023-05-17 13:52:19,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:20,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:21,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:22,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:23,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:24,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:25,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:26,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:27,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:28,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:29,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:30,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:31,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:32,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:33,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:34,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:35,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:36,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:37,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:38,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:39,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:40,0,0,0,0,0,0,0,0,0,0,0,0,
2023-05-17 13:52:41,0,0,0,0,0,0,0,0,0,0,0,0,
